appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
4080220,EA SPORTS FC™ 27,EA SPORTS FC™ 27,1182,1044,138,138,up,upward_spike,$69.99,$69.99,False,"Sep 24, 2026","Sep 24, 2026",False
4982940,Ringwyrm,Ringwyrm,970,886,84,84,up,upward_spike,Free,Free,False,2027,2027,False
881940,Guns 'n Goblins,Guns 'n Goblins,1020,957,63,63,up,upward_spike,Free,Free,False,2027,2027,False
2433630,The Left Behind,The Left Behind,759,705,54,54,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 27, 2026","Jul 27, 2026",False
2939790,Lunarium,Lunarium,877,844,33,33,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 28, 2026","Jul 28, 2026",False
4964110,Darkest Dungeon®: The Fire's Edge,Darkest Dungeon®: The Fire's Edge,979,951,28,28,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 18, 2026","Aug 18, 2026",False
4836540,Company of Heroes 3: Final Stand,Company of Heroes 3: Final Stand,958,931,27,27,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 29, 2026","Jul 29, 2026",False
4504970,AetherCycle,AetherCycle,1022,999,23,23,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,November 2026,November 2026,False
3938640,Ugoku Sushi Bar,Ugoku Sushi Bar,1134,1111,23,23,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 29, 2026","Jul 29, 2026",False
3968160,Island Beekeeper,Island Beekeeper,1151,1129,22,22,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 28, 2026","Jul 28, 2026",False
4459590,Slotbound,Slotbound,1152,1131,21,21,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,November 2026,November 2026,False
3685570,FIGHT-QUEST,FIGHT-QUEST,936,920,16,16,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q4 2026,Q4 2026,False
2684630,Endacopia,Endacopia,501,488,13,13,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 27, 2026","Jul 27, 2026",False
3432480,Shards of Order,Shards of Order,1117,1104,13,13,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 28, 2026","Jul 28, 2026",False
2660230,Kill The Shadow,Kill The Shadow,711,699,12,12,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 4, 2026","Aug 4, 2026",False
2212910,Expeditions: Samurai,Expeditions: Samurai,741,730,11,11,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 7, 2026","Aug 7, 2026",False
3749720,The Division Resurgence,The Division Resurgence,1037,1026,11,11,up,none,Free,Free,False,Coming soon,Coming soon,False
4212480,Ragnarok: The New World,Ragnarok: The New World,488,478,10,10,up,none,Free,Free,False,July 2026,July 2026,False
247970,Korea. IL-2 Series,Korea. IL-2 Series,658,648,10,10,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 4, 2026","Aug 4, 2026",False
1648360,Luminary,Luminary,926,917,9,9,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 11, 2026","Aug 11, 2026",False
4239670,Steel Soul Shaper,Steel Soul Shaper,811,803,8,8,up,none,Free,Free,False,Coming soon,Coming soon,False
951770,Forsaken Realms: Vahrin's Call,Forsaken Realms: Vahrin's Call,262,255,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 27, 2026","Jul 27, 2026",False
4788240,Night Shift Hospital,Night Shift Hospital,471,464,7,7,up,none,Free,Free,False,Coming soon,Coming soon,False
3642010,Truck-kun is Supporting Me from Another World?!,Truck-kun is Supporting Me from Another World?!,579,572,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 29, 2026","Jul 29, 2026",False
3141390,GRAFT,GRAFT,641,634,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
1714510,Kusan: City of Wolves,Kusan: City of Wolves,816,809,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 30, 2026","Jul 30, 2026",False
3356660,Game Quest: The Backlog Battler,Game Quest: The Backlog Battler,917,924,-7,7,down,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
3846900,Sword Sage: Awakening,Sword Sage: Awakening,1021,1014,7,7,up,none,Free,Free,False,Coming soon,Coming soon,False
3825390,BLUE REFLECTION Quartet,BLUE REFLECTION Quartet,1025,1018,7,7,up,none,$49.99,$49.99,False,"Jul 29, 2026","Jul 29, 2026",False
3399900,HellSlave II: Judgment of the Archon,HellSlave II: Judgment of the Archon,1121,1114,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 4, 2026","Aug 4, 2026",False
3516590,Allumeria,Allumeria,1185,1178,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
3558600,Leafy Corner,Leafy Corner,387,381,6,6,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 30, 2026","Jul 30, 2026",False
3499590,Code RAPID,Code RAPID,407,401,6,6,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
2479090,Prelude Dark Pain,Prelude Dark Pain,506,500,6,6,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Jul 27, 2026","Jul 27, 2026",False
4246860,Security 51,Security 51,570,564,6,6,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 12, 2026","Aug 12, 2026",False
