appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
1993980,Astortion,Astortion,2656,2701,-45,45,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2629170,FreeJack Online,FreeJack Online,2699,2743,-44,44,down,downward_spike,Free,Free,False,To be announced,To be announced,False
3062060,Drive Thru Simulator,Drive Thru Simulator,2600,2643,-43,43,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2498890,BOOM! Buster,BOOM! Buster,2662,2705,-43,43,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
1331290,Shattered Soul,Shattered Soul,2881,2923,-42,42,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3250400,Age of History 3: Multiplayer,Age of History 3: Multiplayer,2762,2804,-42,42,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
1372780,Quantum Paradox,Quantum Paradox,2712,2754,-42,42,down,downward_spike,Free,Free,False,To be announced,To be announced,False
1979350,Astro World,Astro World,2711,2753,-42,42,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3139120,THREE VERSES³,THREE VERSES³,2717,2759,-42,42,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
2836990,Drunken Rogue,Drunken Rogue,2657,2699,-42,42,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
526720,OFF GRID : Stealth Hacking,OFF GRID : Stealth Hacking,2604,2646,-42,42,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
1975790,VergeWorld,VergeWorld,2591,2633,-42,42,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2752090,SCP New Management,SCP New Management,2661,2703,-42,42,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
2473720,Vulture -Unlimited Frontier- /0,Vulture -Unlimited Frontier- /0,2710,2751,-41,41,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
1702630,Arcadian Rift,Arcadian Rift,2869,2910,-41,41,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
1749400,Lendas,Lendas,2863,2904,-41,41,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
1290060,D.E.E.P. Battle of Jove,D.E.E.P. Battle of Jove,2758,2799,-41,41,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
2217860,Covert Ultra,Covert Ultra,2742,2783,-41,41,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3936420,Bouncemasters 2: Pengu Throw,Bouncemasters 2: Pengu Throw,2724,2765,-41,41,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,Q3 2026,False
2688960,Eternity's Echo: Patient Zero,Eternity's Echo: Patient Zero,2719,2760,-41,41,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2903980,Steel Effigy,Steel Effigy,2705,2746,-41,41,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
3291450,The Vow: Vampire's Curse,The Vow: Vampire's Curse,2684,2725,-41,41,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
3297800,GRIMPS,GRIMPS,2666,2707,-41,41,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
801140,Unitystation,Unitystation,2655,2696,-41,41,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3234820,Zitifono,Zitifono,2615,2656,-41,41,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3846480,PLATONICA SPACE,PLATONICA SPACE,2614,2655,-41,41,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,Q3 2026,False
3544430,SOULGRAVE,SOULGRAVE,2601,2642,-41,41,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
1104800,Radiance,Radiance,2594,2635,-41,41,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
1678040,Njorun's Will,Njorun's Will,2585,2626,-41,41,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3219960,ICE on the EDGE,ICE on the EDGE,2746,2786,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
2879320,The Night Wanderer,The Night Wanderer,2760,2800,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
3301300,Wild Terrain,Wild Terrain,2763,2803,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
1536910,Snow Plow,Snow Plow,2765,2805,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
1465790,Dark Moonlight,Dark Moonlight,2766,2806,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3942400,Back To Drive,Back To Drive,2783,2823,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
4336530,There Are Millions of Goblins,There Are Millions of Goblins,2775,2815,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
4021890,Pizzapocalypse 2,Pizzapocalypse 2,2782,2822,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
796530,ALTERA,ALTERA,2740,2780,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
2649320,Shuffle Waifu Cafe,Shuffle Waifu Cafe,2854,2894,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
1556070,Nihongo Quest,Nihongo Quest,2906,2946,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
2744110,VTumbler,VTumbler,2771,2811,-40,40,down,downward_spike,Free,Free,False,2026,2026,False
2377600,Cozy Dungeons,Cozy Dungeons,2738,2778,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
4331110,O EMPIRE! WARD OFF THY ROT,O EMPIRE! WARD OFF THY ROT,2678,2718,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3255140,CORPOREAL,CORPOREAL,2701,2741,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
2782470,Pharos Light,Pharos Light,2707,2747,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
1103610,Sailor Simulator,Sailor Simulator,2581,2621,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
3522360,WARSHIFT 2,WARSHIFT 2,2605,2645,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
4098960,Home Paige,Home Paige,2608,2648,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
850870,Hard-Life,Hard-Life,2654,2694,-40,40,down,downward_spike,Free,Free,False,Coming soon,Coming soon,False
3683940,Replay Value: Second Hand Games,Replay Value: Second Hand Games,2660,2700,-40,40,down,downward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q3 2026,Q3 2026,False
