appid,query,video_id,url,title,contents_preview,published_at,date_classification,evidence_type
3247960,"""Bergfried"" trailer",2MBiuruGWQ8,https://www.youtube.com/watch?v=2MBiuruGWQ8,Bergfried - Official Announcement Trailer - IGN Live 2026,"Build realistic medieval castles and defend them against rival knights. Check out the announcement trailer for Bergfried, ...",2026-06-07T16:16:00+00:00,inside_spike_window,youtube_video
3247960,"""Bergfried"" trailer",N5E97yeGuN4,https://www.youtube.com/watch?v=N5E97yeGuN4,Wishlist Bergfried now on Steam!,The steam page is live: https://store.steampowered.com/app/3247960/Bergfried/ Announce trailer: ...,2026-06-07T16:31:28+00:00,inside_spike_window,youtube_video
3247960,"""Bergfried"" trailer",IgPuqZ70Cis,https://www.youtube.com/watch?v=IgPuqZ70Cis,Bergfried - Trailer [HD] Deutsch / German,Jetzt auf Amazon bestellen: http://amzn.to/2bnl6D2 In einem österreichischen Bergdorf ist das Leben Anfang der 1980er Jahre ...,2016-08-12T11:59:41+00:00,outside_window,youtube_video
3247960,"""Bergfried"" trailer",NdmTFQnsNlg,https://www.youtube.com/watch?v=NdmTFQnsNlg,Bergfried-Battle am Mittelrhein | Bau die Burg Episode 2 | Trailer | SWR,Episode 2 führt unseren Minecraft-Baumeister Clym und seinen ehrwürdigen Konkurrenten SpaceMitX an den Mittelrhein. In einer ...,2024-02-25T09:15:01+00:00,outside_window,youtube_video
3247960,"""Bergfried"" trailer",Bi6U4Zb07UI,https://www.youtube.com/watch?v=Bi6U4Zb07UI,Burgen-Trailer,"Hallo und herzlich Willkommen auf der Seite von Burgenfilmer. Ihr mögt alte historische Gebäude, geheimnisvolle Ruinen und ...",2013-05-29T20:07:13+00:00,outside_window,youtube_video
3247960,"""Bergfried"" gameplay",2MBiuruGWQ8,https://www.youtube.com/watch?v=2MBiuruGWQ8,Bergfried - Official Announcement Trailer - IGN Live 2026,"Build realistic medieval castles and defend them against rival knights. Check out the announcement trailer for Bergfried, ...",2026-06-07T16:16:00+00:00,inside_spike_window,youtube_video
3247960,"""Bergfried"" gameplay",N5E97yeGuN4,https://www.youtube.com/watch?v=N5E97yeGuN4,Wishlist Bergfried now on Steam!,The steam page is live: https://store.steampowered.com/app/3247960/Bergfried/ Announce trailer: ...,2026-06-07T16:31:28+00:00,inside_spike_window,youtube_video
3247960,"""Bergfried"" gameplay",NqqXg-Y_1wk,https://www.youtube.com/watch?v=NqqXg-Y_1wk,BERGFRIED 1v2 | Elden Ring,https://discord.gg/ondo - die deutsche Elden Ring Community https://twitch.tv/ondotv.,2024-08-21T00:22:53+00:00,outside_window,youtube_video
3247960,"""Bergfried"" gameplay",Z3yNCSYQwaY,https://www.youtube.com/watch?v=Z3yNCSYQwaY,Steam Early Request Access Games 7 June 2026 - GogetaSuperx,Super Bouncer Henry https://store.steampowered.com/app/4774520/Super_Bouncer_Henry/?curator_clanid=44917508 ...,2026-06-08T00:44:08+00:00,inside_extended_window,youtube_video
3247960,"""Bergfried"" gameplay",0B41bDSBqGY,https://www.youtube.com/watch?v=0B41bDSBqGY,Steam Early Request Access Games 7 June 2026 - GogetaSuperx,Super Bouncer Henry https://store.steampowered.com/app/4774520/Super_Bouncer_Henry/?curator_clanid=44917508 ...,2026-06-08T00:42:50+00:00,inside_extended_window,youtube_video
3247960,"""Bergfried"" demo",cSz9uW8oZFg,https://www.youtube.com/watch?v=cSz9uW8oZFg,BURGFRIED - 1631 - FULL DEMO 2020,"ONLY FOR PROMOTIONAL PURPOSE, IF YOU LIKE IT, BUY THE DEMO!!! GET IT: ...",2022-04-06T03:24:09+00:00,outside_window,youtube_video
3247960,"""Bergfried"" demo",SeYryxR9hIY,https://www.youtube.com/watch?v=SeYryxR9hIY,Saalfeld Demo! Quelle Unbekannt.,,2021-11-24T22:47:42+00:00,outside_window,youtube_video
3247960,"""Bergfried"" demo",GyeFOy8jaY8,https://www.youtube.com/watch?v=GyeFOy8jaY8,Bergfried,Das elektronische Musikstück entstand um 2009 und ist sphärisch-melankolisch angelegt. Die Aufnahmen zum Musik-Video ...,2020-03-04T22:52:06+00:00,outside_window,youtube_video
3247960,"""Bergfried"" demo",EPeY-fIhDX4,https://www.youtube.com/watch?v=EPeY-fIhDX4,Sweet child o mine   Demo,,2019-09-29T19:21:16+00:00,outside_window,youtube_video
3247960,"""Bergfried"" demo",6c37QSbHp3A,https://www.youtube.com/watch?v=6c37QSbHp3A,Die Osterburg zu Weida,"Ausschnitt aus unserem Film: ""Weida - Wiege des Vogtlandes"" (2004) mehr über uns: www.midwey.de.",2012-03-04T11:47:49+00:00,outside_window,youtube_video
