appid,title_old,title_new,rank_old,rank_new,rank_delta,abs_rank_delta,movement_type,spike_type,price_text_old,price_text_new,price_changed,release_text_old,release_text_new,release_changed
3809850,Heroes of Might and Magic III Remake,Heroes of Might and Magic III Remake,1068,610,458,458,up,upward_spike,Unpriced (Coming Soon),Free,True,To be announced,2027,True
1573550,LEGO® Skylines,LEGO® Skylines,654,392,262,262,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
3714800,Warlock: Dungeons & Dragons,Warlock: Dungeons & Dragons,529,352,177,177,up,upward_spike,Free,Free,False,2027,2027,False
4814120,ANANTA,ANANTA,491,321,170,170,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
4346690,Genigods: Nezha,Genigods: Nezha,1064,931,133,133,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
5006530,The Witcher 3: Wild Hunt — Songs of the Past,The Witcher 3: Wild Hunt — Songs of the Past,279,151,128,128,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
4452700,STAGE TOUR,STAGE TOUR,601,527,74,74,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
3687090,Dice Hoarder,Dice Hoarder,918,856,62,62,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
4429930,Water You Doing?,Water You Doing?,756,699,57,57,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 26, 2026","Aug 26, 2026",False
4627110,Fell & Sell,Fell & Sell,722,680,42,42,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 26, 2026","Aug 26, 2026",False
4323130,Sniper Camouflage Orange Spy Warrior I Buried Two Bodies in the Garden and the Police Haven't Figured Out Yet That They're Missing Because They Were a Lonely Old Couple Who Had No Relatives Simulator 2026,Sniper Camouflage Orange Spy Warrior I Buried Two Bodies in the Garden and the Police Haven't Figured Out Yet That They're Missing Because They Were a Lonely Old Couple Who Had No Relatives Simulator 2026,1111,1079,32,32,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 26, 2026","Aug 26, 2026",False
4223290,Mega Man: Dual Override,Mega Man: Dual Override,509,489,20,20,up,upward_spike,Free,Free,False,2027,2027,False
4785110,Tulpa the Unseen Lover,Tulpa the Unseen Lover,616,596,20,20,up,upward_spike,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
5072700,Rerouted,Rerouted,802,782,20,20,up,upward_spike,Free,Free,False,Coming soon,Coming soon,False
3135380,Verse Project,Verse Project,735,717,18,18,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,2026,2026,False
4846360,Heatwarped,Heatwarped,832,814,18,18,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
3184960,The Defiant,The Defiant,251,234,17,17,up,none,Free,Free,False,Coming soon,Coming soon,False
4651830,CINDER CITY,CINDER CITY,343,328,15,15,up,none,Free,Free,False,Coming soon,Coming soon,False
2924540,Crazy Taxi: World Tour,Crazy Taxi: World Tour,350,335,15,15,up,none,Free,Free,False,2027,2027,False
3908940,Inferno Protocol,Inferno Protocol,620,606,14,14,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 28, 2026","Aug 28, 2026",False
4513480,Scarlet Skips,Scarlet Skips,856,842,14,14,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 3, 2026","Sep 3, 2026",False
3893290,Stray Dog: nobody cares,Stray Dog: nobody cares,1084,1070,14,14,up,none,Free,Free,False,Coming soon,Coming soon,False
4124340,Perceptum,Perceptum,584,572,12,12,up,none,Free,Free,False,2027,2027,False
2017940,Pony Island 2: Panda Circus,Pony Island 2: Panda Circus,224,213,11,11,up,none,Free,Free,False,"Apr 27, 2027","Apr 27, 2027",False
4982920,The Watcher,The Watcher,1123,1112,11,11,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,To be announced,To be announced,False
3725190,There Are No Ghosts at the Grand,There Are No Ghosts at the Grand,369,359,10,10,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,Q4 2026,Q4 2026,False
3375110,Tiny Eden,Tiny Eden,813,803,10,10,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 7, 2026","Sep 7, 2026",False
2821390,HOT WHEELS™ Infinite Rush,HOT WHEELS™ Infinite Rush,965,956,9,9,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 10, 2026","Sep 10, 2026",False
3695930,Penguin Colony,Penguin Colony,978,969,9,9,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Oct 8, 2026","Oct 8, 2026",False
2326200,NEO BERLIN 2087,NEO BERLIN 2087,309,301,8,8,up,none,Free,Free,False,2028,2028,False
4084710,Rayman Legends Retold,Rayman Legends Retold,331,323,8,8,up,none,$39.99,$39.99,False,"Oct 1, 2026","Oct 1, 2026",False
2593290,Dragon's Dogma 2: Dark Arisen Expansion,Dragon's Dogma 2: Dark Arisen Expansion,578,570,8,8,up,none,$29.99,$29.99,False,"Oct 8, 2026","Oct 8, 2026",False
3170490,Cat Me If You Can,Cat Me If You Can,1101,1093,8,8,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 8, 2026","Sep 8, 2026",False
3633680,Sea of Remnants,Sea of Remnants,142,135,7,7,up,none,Free,Free,False,2027,2027,False
3373500,Scavland,Scavland,481,474,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 4, 2026","Sep 4, 2026",False
3201450,Darkfallen Survivors,Darkfallen Survivors,1008,1015,-7,7,down,none,Free,Free,False,Coming soon,Coming soon,False
4538960,ZENONIA 1,ZENONIA 1,1034,1027,7,7,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Aug 31, 2026","Aug 31, 2026",False
3948160,Waste The Fallen,Waste The Fallen,1072,1065,7,7,up,none,Free,Free,False,Coming soon,Coming soon,False
4317690,Crimson Moon,Crimson Moon,143,137,6,6,up,none,Unpriced (Coming Soon),Unpriced (Coming Soon),False,"Sep 1, 2026","Sep 1, 2026",False
