snapshot_id,captured_at_utc,rank,appid,title,release_text,price_text,game_url,page_number,position_on_page
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,1,1422450,Deadlock,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1422450/Deadlock/,1,1
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,2,2483190,Forza Horizon 6,"May 18, 2026",$69.99,https://store.steampowered.com/app/2483190/Forza_Horizon_6/,1,2
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,3,2719590,Light No Fire,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2719590/Light_No_Fire/,1,3
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,4,1774880,Blight: Survival,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/1774880/Blight_Survival/,1,4
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,5,2769570,Fable,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2769570/Fable/,1,5
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,6,2109770,Kingmakers,Coming soon,Free,https://store.steampowered.com/app/2109770/Kingmakers/,1,6
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,7,2050420,ARK 2,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2050420/ARK_2/,1,7
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,8,1846700,Witchbrook,2026,Unpriced (Coming Soon),https://store.steampowered.com/app/1846700/Witchbrook/,1,8
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,9,4165910,Steam Machine,Coming soon,Free,https://store.steampowered.com/app/4165910/Steam_Machine/,1,9
6dfe2db3-678a-4468-9c58-3f9c600a79c2,2026-05-16T18:23:27.740550+00:00,10,2381520,Unrecord,To be announced,Unpriced (Coming Soon),https://store.steampowered.com/app/2381520/Unrecord/,1,10
